	genome_id	genome_name	accession	annotation	feature_type	gene_id	start	end	strand	na_length	gene	product	ec	refseq_locus_tag
4614	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02307	2421140	2420493	-	647	aaeA	p-hydroxybenzoic acid efflux pump subunit AaeA		1280pt3350_02307
4616	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02308	2421261	2421812	+	551		hypothetical protein		1280pt3350_02308
4618	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02309	2423250	2422042	-	1208	bcr_1	Bicyclomycin resistance protein		1280pt3350_02309
4620	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02310	2424901	2423519	-	1382	tcaA	Membrane-associated protein TcaA		1280pt3350_02310
4622	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02311	2425596	2425141	-	455	tcaR	HTH-type transcriptional regulator TcaR		1280pt3350_02311
4624	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02312	2425791	2426759	+	968		hypothetical protein		1280pt3350_02312
4626	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02313	2427334	2427690	+	356		hypothetical protein		1280pt3350_02313
4628	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02314	2428495	2427830	-	665	hrtA_2	Putative hemin import ATP-binding protein HrtA	3.6.3.-	1280pt3350_02314
4630	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02315	2429550	2428495	-	1055		hypothetical protein		1280pt3350_02315
4632	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02316	2429686	2430360	+	674	hssR	Heme response regulator HssR		1280pt3350_02316
4634	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02317	2430353	2431726	+	1373	hssS	Heme sensor protein HssS	2.7.13.3	1280pt3350_02317
4636	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02318	2431889	2432332	+	443		putative HTH-type transcriptional regulator		1280pt3350_02318
4638	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02319	2432329	2432784	+	455		hypothetical protein		1280pt3350_02319
4640	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02320	2434328	2432850	-	1478	mqo1	putative malate:quinone oxidoreductase 1	1.1.5.4	1280pt3350_02320
4642	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02321	2436307	2434709	-	1598	lctP_2	L-lactate permease		1280pt3350_02321
4644	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02322	2436624	2438297	+	1673		hypothetical protein		1280pt3350_02322
4646	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02323	2439079	2438450	-	629		putative lipoprotein		1280pt3350_02323
4648	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02324	2439908	2439393	-	515	paiA	Spermidine/spermine N(1)-acetyltransferase	2.3.1.57	1280pt3350_02324
4650	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02325	2440099	2441103	+	1004	yhfP	Putative quinone oxidoreductase YhfP	1.6.5.-	1280pt3350_02325
4652	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02326	2441484	2441149	-	335		hypothetical protein		1280pt3350_02326
4654	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02327	2442620	2441586	-	1034		Ferredoxin--NADP reductase	1.18.1.2	1280pt3350_02327
4656	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02328	2443283	2442852	-	431		hypothetical protein		1280pt3350_02328
4658	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02329	2444767	2443490	-	1277		hypothetical protein		1280pt3350_02329
4660	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02330	2444928	2445551	+	623		hypothetical protein		1280pt3350_02330
4662	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02331	2445597	2446541	+	944		hypothetical protein		1280pt3350_02331
4664	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02332	2448069	2446627	-	1442	treP_2	PTS system trehalose-specific EIIBC component		1280pt3350_02332
4666	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02333	2448252	2448635	+	383		hypothetical protein		1280pt3350_02333
4668	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02334	2450123	2452228	+	2105		hypothetical protein		1280pt3350_02334
4670	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02335	2452299	2452721	+	422	ydaG	General stress protein 26		1280pt3350_02335
4672	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02336	2452986	2453219	+	233		hypothetical protein		1280pt3350_02336
4674	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02337	2455022	2453745	-	1277	gltT	Proton/sodium-glutamate symport protein		1280pt3350_02337
4676	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02338	2455569	2455204	-	365		hypothetical protein		1280pt3350_02338
4678	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02339	2455967	2456413	+	446	sarZ	HTH-type transcriptional regulator SarZ		1280pt3350_02339
4680	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02340	2456635	2457057	+	422		Acid shock protein		1280pt3350_02340
4682	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02341	2458333	2457164	-	1169	narT	putative nitrate transporter NarT		1280pt3350_02341
4684	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02342	2458703	2459341	+	638		hypothetical protein		1280pt3350_02342
4686	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02343	2459411	2459617	+	206		hypothetical protein		1280pt3350_02343
4688	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02344	2459596	2460336	+	740	mta	HTH-type transcriptional activator mta		1280pt3350_02344
4690	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02345	2461247	2460594	-	653	nreC	Oxygen regulatory protein NreC		1280pt3350_02345
4692	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02346	2462304	2461270	-	1034	nreB	Oxygen sensor histidine kinase NreB	2.7.13.3	1280pt3350_02346
4694	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02347	2462780	2462328	-	452		hypothetical protein		1280pt3350_02347
4696	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02348	2463477	2462800	-	677	narX	Nitrate reductase-like protein NarX		1280pt3350_02348
4698	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02349	2464045	2463470	-	575		hypothetical protein		1280pt3350_02349
4700	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02350	2465597	2464038	-	1559	narH	Respiratory nitrate reductase 1 beta chain	1.7.5.1	1280pt3350_02350
4702	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02351	2469276	2465587	-	3689	narG	Respiratory nitrate reductase 1 alpha chain	1.7.5.1	1280pt3350_02351
4704	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02352	2470563	2469586	-	977	nasF	Uroporphyrinogen-III C-methyltransferase	2.1.1.107	1280pt3350_02352
4706	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02353	2470868	2470554	-	314	nasE	Assimilatory nitrite reductase [NAD(P)H] small subunit	1.7.1.4	1280pt3350_02353
4708	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02354	2473277	2470872	-	2405	nasD	Nitrite reductase [NAD(P)H]	1.7.1.4	1280pt3350_02354
4710	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02355	2474074	2473343	-	731	sirB	Sirohydrochlorin ferrochelatase	4.99.1.4	1280pt3350_02355
4712	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02356	2474840	2474304	-	536	ytmI	putative N-acetyltransferase YtmI	2.3.1.-	1280pt3350_02356
4714	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02357	2475897	2475073	-	824	nirC	Nitrite transporter NirC		1280pt3350_02357
4716	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02358	2476296	2476114	-	182		hypothetical protein		1280pt3350_02358
4718	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02359	2476847	2476380	-	467		hypothetical protein		1280pt3350_02359
4720	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02360	2478583	2477033	-	1550		hypothetical protein		1280pt3350_02360
4722	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02361	2479144	2478878	-	266	yoeB	Toxin YoeB	3.1.-.-	1280pt3350_02361
4724	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02362	2479395	2479144	-	251	yefM	Antitoxin YefM		1280pt3350_02362
4726	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02363	2480267	2479668	-	599	bdbD	Disulfide bond formation protein D		1280pt3350_02363
4728	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02364	2480648	2480286	-	362		hypothetical protein		1280pt3350_02364
4730	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02365	2480903	2482153	+	1250	femA_3	Aminoacyltransferase FemA	2.3.2.17	1280pt3350_02365
4732	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02366	2482981	2482250	-	731	tcyC_2	L-cystine import ATP-binding protein TcyC	3.6.3.-	1280pt3350_02366
4734	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02367	2483706	2482978	-	728	tcyB	L-cystine transport system permease protein TcyB		1280pt3350_02367
4736	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02368	2484457	2483678	-	779		putative amino-acid ABC transporter-binding protein		1280pt3350_02368
4738	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02369	2486017	2484578	-	1439	farB_2	Fatty acid resistance protein FarB		1280pt3350_02369
4740	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02370	2486192	2486296	+	104		hypothetical protein		1280pt3350_02370
4742	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02371	2487136	2486450	-	686	gpmA_2	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	5.4.2.11	1280pt3350_02371
4744	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02372	2488328	2487462	-	866	mneS	Manganese efflux system protein MneS		1280pt3350_02372
4746	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02373	2489080	2490390	+	1310	sbi	Immunoglobulin-binding protein Sbi		1280pt3350_02373
4748	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02374	2490890	2491855	+	965	hlgA	Gamma-hemolysin component A		1280pt3350_02374
4750	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02375	2492423	2493370	+	947	hlgC	Gamma-hemolysin component C		1280pt3350_02375
4752	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02376	2493372	2494349	+	977	hlgB	Gamma-hemolysin component B		1280pt3350_02376
4754	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02377	2494868	2494401	-	467		hypothetical protein		1280pt3350_02377
4756	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02378	2495571	2494879	-	692	bioW	6-carboxyhexanoate--CoA ligase	6.2.1.14	1280pt3350_02378
4758	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02379	2496697	2495582	-	1115		8-amino-7-oxononanoate synthase/2-amino-3-ketobutyrate coenzyme A ligase	2.3.1.29	1280pt3350_02379
4760	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02380	2497682	2496675	-	1007	bioB	Biotin synthase	2.8.1.6	1280pt3350_02380
4762	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02381	2499042	2497684	-	1358	bioK	L-Lysine--8-amino-7-oxononanoate transaminase	2.6.1.105	1280pt3350_02381
4764	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02382	2499706	2499020	-	686	bioD	ATP-dependent dethiobiotin synthetase BioD	6.3.3.3	1280pt3350_02382
4766	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02383	2501891	2500158	-	1733		putative ABC transporter ATP-binding protein		1280pt3350_02383
4768	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02384	2503679	2501916	-	1763	irtA	Iron import ATP-binding/permease protein IrtA	3.6.3.-	1280pt3350_02384
4770	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02385	2504934	2504548	-	386		hypothetical protein		1280pt3350_02385
4772	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02386	2505202	2506344	+	1142	garK_2	Glycerate 2-kinase	2.7.1.165	1280pt3350_02386
4774	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02387	2506404	2507063	+	659		hypothetical protein		1280pt3350_02387
4776	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02388	2507245	2508456	+	1211	bcr_2	Bicyclomycin resistance protein		1280pt3350_02388
4778	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02389	2509052	2508579	-	473		hypothetical protein		1280pt3350_02389
4780	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02390	2509165	2509821	+	656		hypothetical protein		1280pt3350_02390
4782	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02391	2510690	2509884	-	806	cpdA_2	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA	3.1.4.53	1280pt3350_02391
4784	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02392	2510976	2512385	+	1409	cycA_2	D-serine/D-alanine/glycine transporter		1280pt3350_02392
4786	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02393	2512523	2514601	+	2078	nhaK_2	Sodium, potassium, lithium and rubidium/H(+) antiporter		1280pt3350_02393
4788	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02394	2516570	2514741	-	1829	kimA	Potassium transporter KimA		1280pt3350_02394
4790	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02395	2516802	2518298	+	1496	flp	Protein flp		1280pt3350_02395
4792	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02396	2519241	2518390	-	851	hldD	ADP-L-glycero-D-manno-heptose-6-epimerase	5.1.3.20	1280pt3350_02396
4794	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02397	2520498	2519563	-	935	panE	2-dehydropantoate 2-reductase	1.1.1.169	1280pt3350_02397
4796	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02398	2522124	2520724	-	1400	norB_4	Quinolone resistance protein NorB		1280pt3350_02398
4798	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02399	2523113	2522418	-	695	opuCD	Carnitine transport permease protein OpuCD		1280pt3350_02399
4800	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02400	2524054	2523113	-	941	opuCC	Carnitine transport binding protein OpuCC		1280pt3350_02400
4802	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02401	2524706	2524071	-	635	opuCB	Carnitine transport permease protein OpuCB		1280pt3350_02401
4804	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02402	2525929	2524703	-	1226	opuCA	Carnitine transport ATP-binding protein OpuCA	7.6.2.9	1280pt3350_02402
4806	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02403	2527198	2526599	-	599		hypothetical protein		1280pt3350_02403
4808	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02404	2527378	2529015	+	1637	yveA	Aspartate-proton symporter		1280pt3350_02404
4810	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02405	2529623	2530975	+	1352	pnbA	Para-nitrobenzyl esterase	3.1.1.-	1280pt3350_02405
4812	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02406	2532224	2531037	-	1187	pbuE	Purine efflux pump PbuE		1280pt3350_02406
4814	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02407	2533396	2532620	-	776	fetB	putative iron export permease protein FetB		1280pt3350_02407
4816	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02408	2534051	2533389	-	662	fetA	putative iron export ATP-binding protein FetA	3.6.3.-	1280pt3350_02408
4818	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02409	2535375	2534299	-	1076	ysdC_2	Putative aminopeptidase YsdC	3.4.11.-	1280pt3350_02409
4820	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02410	2535996	2535730	-	266		hypothetical protein		1280pt3350_02410
4822	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02411	2536253	2535996	-	257		hypothetical protein		1280pt3350_02411
4824	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02412	2536612	2537067	+	455	yehR	putative lipoprotein YehR		1280pt3350_02412
4826	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02413	2538812	2537235	-	1577		hypothetical protein		1280pt3350_02413
4828	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02414	2539007	2539756	+	749		hypothetical protein		1280pt3350_02414
4830	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02415	2541173	2539980	-	1193	cntE	Staphylopine export protein		1280pt3350_02415
4832	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02416	2541934	2541185	-	749	cntF	Metal-staphylopine import system ATP-binding protein CntF	7.2.2.-	1280pt3350_02416
4834	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02417	2542742	2541927	-	815	cntD	Metal-staphylopine import system ATP-binding protein CntD	7.2.2.-	1280pt3350_02417
4836	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02418	2543608	2542739	-	869	cntC	Metal-staphylopine import system permease protein CntC		1280pt3350_02418
4838	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02419	2544540	2543605	-	935	cntB	Metal-staphylopine import system permease protein CntB		1280pt3350_02419
4840	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02420	2546151	2544553	-	1598	cntA	Metal-staphylopine-binding protein CntA		1280pt3350_02420
4842	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02421	2547595	2546294	-	1301	cntM	Staphylopine synthase	1.5.1.52	1280pt3350_02421
4844	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02422	2548406	2547588	-	818	cntL	D-histidine 2-aminobutanoyltransferase	2.5.1.152	1280pt3350_02422
4846	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02423	2549238	2548417	-	821	cntK	Histidine racemase	5.1.1.24	1280pt3350_02423
4848	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02424	2550346	2549981	-	365		hypothetical protein		1280pt3350_02424
4850	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02425	2551328	2550609	-	719	bacC	Dihydroanticapsin 7-dehydrogenase	1.1.1.385	1280pt3350_02425
4852	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02426	2551660	2553198	+	1538	abgT	p-aminobenzoyl-glutamate transport protein		1280pt3350_02426
4854	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02427	2553732	2553310	-	422		hypothetical protein		1280pt3350_02427
4856	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02428	2554603	2554184	-	419		hypothetical protein		1280pt3350_02428
4858	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02429	2555040	2554621	-	419		hypothetical protein		1280pt3350_02429
4860	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02430	2555729	2555307	-	422		hypothetical protein		1280pt3350_02430
4862	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02431	2556675	2555980	-	695		putative oxidoreductase	1.-.-.-	1280pt3350_02431
4864	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02432	2556964	2557245	+	281		hypothetical protein		1280pt3350_02432
4866	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02433	2557696	2557505	-	191		hypothetical protein		1280pt3350_02433
4868	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02434	2559051	2558257	-	794		putative protein		1280pt3350_02434
4870	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02435	2559874	2559587	-	287		hypothetical protein		1280pt3350_02435
4872	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02436	2560203	2559877	-	326		hypothetical protein		1280pt3350_02436
4874	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02437	2561527	2560415	-	1112		hypothetical protein		1280pt3350_02437
4876	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02438	2562309	2561524	-	785		putative protein		1280pt3350_02438
4878	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02439	2563197	2562421	-	776		putative protein		1280pt3350_02439
4880	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02440	2566361	2563500	-	2861	uvrB_2	UvrABC system protein B		1280pt3350_02440
4882	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02441	2566755	2566363	-	392	nudG	CTP pyrophosphohydrolase	3.6.1.65	1280pt3350_02441
4884	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02442	2567043	2568680	+	1637	pgcA	Phosphoglucomutase	5.4.2.2	1280pt3350_02442
4886	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02443	2568963	2569229	+	266		hypothetical protein		1280pt3350_02443
4888	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02444	2569373	2569681	+	308		hypothetical protein		1280pt3350_02444
